1569419100,1.0,1.0,1.0,1.0,145,2
1569420000,0.989,1.0,0.95,0.95,524.63002022,13
1569420900,0.945,0.945,0.921,0.93,805.67077291,9
1569421800,0.921,0.98,0.91,0.94,4279.45805297,28
1569422700,0.88,0.94,0.88,0.94,2912.25075269,10
1569423600,0.93,0.93,0.93,0.93,2E+2,1
1569424500,0.90001,0.90002,0.9,0.90002,680.98003991,6
1569425400,0.90002,0.90002,0.90002,0.90002,0.01996008,3
1569427200,0.93,0.93,0.93,0.93,480.99086022,4
1569429900,0.92998,0.93,0.92998,0.93,215.05376,2
1569434400,0.92996,0.92997,0.9011,0.9011,402.21,11
1569438900,0.925,0.925,0.925,0.925,1E+1,1
1569439800,0.925,0.925,0.925,0.925,107.52688,1
1569441600,0.92499,0.92499,0.92499,0.92499,5E+1,1
1569443400,0.9249,0.925,0.9249,0.925,55,2
1569445200,0.92498,0.92498,0.92498,0.92498,15,1
1569446100,0.92497,0.925,0.905,0.905,4E+3,8
1569447000,0.92399,0.92399,0.92399,0.92399,5E+1,1
1569447900,0.92399,0.924,0.92399,0.924,3E+2,2
1569456900,0.93099,0.93099,0.93099,0.93099,24,1
1569466800,0.93097,0.93097,0.93097,0.93097,111,1
1569467700,0.93096,0.93096,0.93096,0.93096,55,1
1569474000,0.93095,0.93095,0.93095,0.93095,10.63829,1
1569480300,0.93094,0.93094,0.93094,0.93094,1E+1,1
1569484800,0.93093,0.931,0.93093,0.931,525,2
1569485700,0.93092,0.93092,0.93091,0.93091,46,2
1569487500,0.9309,0.9309,0.9309,0.9309,2E+1,1
1569491100,0.91501,0.91501,0.912,0.912,6307.02643,6
1569492900,0.93087,0.93087,0.93086,0.93086,32.8,2
1569494700,0.93085,0.93086,0.93076,0.93076,2204.26454598,6
1569497400,0.93,0.93,0.93,0.93,537.6344086,1
1569498300,0.92966,0.92966,0.92966,0.92966,37.6344,1
1569500100,0.92846,0.93087,0.92846,0.93087,9050.14709078,33
1569501900,0.92994,0.93,0.92993,0.93,520.46720457,5
1569502800,0.92998,0.93,0.92997,0.93,2346.25164166,7
1569504600,0.92996,0.93,0.92996,0.93,586.69892473,7
1569505500,0.92,1.1,0.92,1.1,5208.384441,15
1569506400,0.92,0.934,0.92,0.934,1232.47251858,7
1569509100,0.92996,0.933,0.92996,0.933,535.57940303,2
1569510000,0.92995,0.933,0.92995,0.933,428.72454448,2
1569513600,0.925,0.925,0.925,0.925,1E+1,1
1569515400,0.92101,0.92101,0.921,0.921,79.17706254,3
1569516300,0.921,0.921,0.92,0.92,570.49439445,7
1569519900,0.93298,0.93299,0.93298,0.93299,105,5
1569520800,0.93297,0.93297,0.93297,0.93297,2.5E+2,5
1569524400,0.93296,0.93296,0.93296,0.93296,15.23409364,1
1569537000,0.93297,0.93297,0.93297,0.93297,159.99260426,1
1569544200,0.93296,0.93296,0.93296,0.93296,1E+2,1
1569565800,0.93295,0.93296,0.92194,0.92194,1275.56371615,5
1569566700,0.92195,0.92195,0.92195,0.92195,147.77176268,1
1569567600,0.92513,1.1,0.92513,1.1,4938.49911551,23
1569569400,0.93397,0.94,0.93397,0.94,2E+2,2
1569571200,0.94,0.94,0.935,0.935,2E+1,2
1569572100,0.93316,0.93316,0.93316,0.93316,1E+1,1
1569578400,0.92177,0.92177,0.92177,0.92177,1E+1,4
1569579300,0.92947,0.92947,0.92947,0.92947,306.02098195,2
1569580200,0.93,0.94,0.93,0.94,693.97901805,5
1569581100,0.92177,0.92177,0.91978,0.91978,999.99999999,8
1569585600,0.91922,0.91922,0.91922,0.91922,19.39399,3
1569588300,0.934,0.934,0.934,0.934,1E+2,1
1569589200,0.93399,0.93399,0.93399,0.93399,1E+1,1
1569594600,0.93398,0.94,0.9188,0.9188,1441.34137,6
1569597300,0.93999,0.93999,0.93999,0.93999,1E+1,1
1569599100,0.93998,0.94,0.93997,0.94,926.38407278,3
1569600000,0.93999,0.94,0.93999,0.94,5.1E+2,2
1569602700,0.93998,0.93998,0.93998,0.93998,2E+1,1
1569614400,0.93997,0.93998,0.93997,0.93998,1.06E+3,5
1569616200,0.93999,0.93999,0.93999,0.93999,23,1
1569618000,0.93999,0.93999,0.93999,0.93999,1E+2,1
1569621600,0.93897,0.93897,0.93897,0.93897,1E+1,1
1569622500,0.93815,0.93815,0.93815,0.93815,1E+2,1
1569634200,0.93999,0.94,0.93999,0.94,3E+2,2
1569639600,0.925,0.925,0.925,0.925,1E+1,1
1569657600,0.93999,0.93999,0.93999,0.93999,11,1
1569662100,0.93972,0.93972,0.93972,0.93972,53.19205,1
1569664800,0.93799,0.938,0.93799,0.938,351,2
1569673800,0.92,0.92,0.92,0.92,17.90712,1
1569676500,0.925,0.925,0.925,0.925,1.1E+2,1
1569681900,0.93699,0.937,0.93699,0.937,8.3E+2,2
1569683700,0.921,0.921,0.92001,0.92001,252.21692,4
1569684600,0.93699,0.937,0.93699,0.937,751,3
1569686400,0.93679,0.93679,0.93679,0.93679,1.5E+2,1
1569687300,0.93679,0.93679,0.93679,0.93679,1.7E+2,2
1569693600,0.92003,0.92003,0.92001,0.92001,282.78134515,2
1569696300,0.92,0.92,0.92,0.92,791.19042429,3
1569700800,0.92,0.92,0.92,0.92,2E+2,4
1569703500,0.92799,0.92799,0.92799,0.92799,13.62956497,1
1569725100,0.92794,0.928,0.92794,0.928,1E+3,2
1569726900,0.92,0.92,0.92,0.92,999.99999999,4
1569734100,0.92,0.92,0.92,0.92,3E+2,4
1569736800,0.92793,0.92793,0.92793,0.92793,1E+1,1
1569739500,0.92799,0.92799,0.92799,0.92799,53.87989,1
1569749400,0.92,0.92,0.92,0.92,171.96993966,1
1569751200,0.92793,0.92793,0.92793,0.92793,14,1
1569756600,0.92,0.92,0.92,0.92,192.41161358,2
1569759300,0.92,0.92792,0.92,0.92792,293.53558849,3
1569760200,0.92,0.92,0.92,0.92,271.11609581,1
1569767400,0.92793,0.92793,0.92793,0.92793,1E+2,1
1569782700,0.92,0.92,0.92,0.92,83.84343,4
1569788100,0.92794,0.92794,0.92794,0.92794,1.1E+2,1
1569791700,0.92794,0.92794,0.92794,0.92794,1076.58038235,1
1569808800,0.92,0.92,0.92,0.92,40.15302484,1
1569833100,0.92784,0.9279,0.92784,0.9279,1E+3,2
1569834000,0.92783,0.92783,0.92002,0.92002,107.78,5
1569835800,0.92002,0.9279,0.92002,0.9279,324,3
1569840300,0.92789,0.935,0.92789,0.935,2222,11
1569842100,0.93498,0.94,0.93498,0.94,2E+3,11
1569843000,0.93497,0.93497,0.93497,0.93497,1E+2,1
1569845700,0.92999,0.92999,0.92999,0.92999,35,1
1569849300,0.927,0.927,0.92198,0.92198,19.98801438,2
1569850200,0.927,0.93,0.927,0.93,108.532,5
1569852000,0.92999,0.94,0.92998,0.94,3199.71118511,5
1569854700,0.92997,0.92997,0.92997,0.92997,105,1
1569856500,0.926,0.935,0.926,0.935,14804.04469263,31
1569857400,0.93999,0.93999,0.93999,0.93999,16,1
1569859200,0.93998,0.93998,0.93998,0.93998,1E+2,1
1569860100,0.93997,0.93997,0.92166,0.92166,25.39203,4
1569865500,0.93996,0.93996,0.93996,0.93996,17,1
1569867300,0.93291,0.93291,0.93291,0.93291,10.719148,1
1569872700,0.92172,0.92172,0.9217,0.9217,1056.49999999,5
1569873600,0.92177,0.93289,0.9217,0.93289,1709,5
1569876300,0.93188,0.93188,0.93188,0.93188,2E+1,1
1569884400,0.92189,0.92189,0.92188,0.92188,328.00399,5
1569891600,0.93097,0.93183,0.93097,0.93183,6430.67918649,4
